,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
17501,of:000000000000000c,Port#:1,49,3622,17103,170,104,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,582,442,-1,Diversion,Attack
17502,of:000000000000000c,Port#:2,49,3622,17131,170,104,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,582,442,-1,Diversion,Attack
17503,of:000000000000000c,Port#:3,193,18967,16405,149,104,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,582,442,-1,Diversion,Attack
17504,of:000000000000000c,Port#:4,143,14851,15761,155,104,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,582,442,-1,Diversion,Attack
17505,of:000000000000000a,Port#:1,49,3622,17111,170,104,0,0,0,0,0,0,560,4,5,0,0,0,0,2,616982,6302552,616982,6302552,616982,True,0,6,886,748,-1,Diversion,Attack
17506,of:000000000000000a,Port#:2,143,9846,6319827,337,104,0,0,0,0,61,4026,5645302,135,5,0,0,0,0,3,481,6150,481,6150,481,True,0,6,886,748,-1,Diversion,Attack
17507,of:000000000000000a,Port#:3,332,6319339,22461,239,104,0,0,0,0,135,5645298,4586,65,5,0,0,0,0,4,0,0,0,0,0,True,0,6,886,748,-1,Diversion,Attack
17508,of:000000000000000a,Port#:4,161,16279,16601,167,104,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,886,748,-1,Diversion,Attack
17509,of:000000000000000b,Port#:1,49,3622,17103,170,104,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,401,296,-1,Diversion,Attack
17510,of:000000000000000b,Port#:2,150,15439,16475,164,104,0,0,0,0,4,560,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,401,296,-1,Diversion,Attack
17511,of:0000000000000003,Port#:1,48,3536,17229,172,104,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,899,764,-1,Diversion,Attack
17512,of:0000000000000003,Port#:2,214,6306162,24137,279,104,0,0,0,0,131,5644742,4582,65,5,0,0,0,0,3,0,0,0,0,0,True,0,6,899,764,-1,Diversion,Attack
17513,of:0000000000000003,Port#:3,149,15775,15747,143,104,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,899,764,-1,Diversion,Attack
17514,of:0000000000000003,Port#:4,286,24309,6319759,338,104,0,0,0,0,65,4582,5645298,135,5,0,0,0,0,5,0,0,0,0,0,True,0,6,899,764,-1,Diversion,Attack
17515,of:0000000000000004,Port#:1,161,16671,15943,145,104,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,921,781,-1,Diversion,Attack
17516,of:0000000000000004,Port#:2,338,6319759,24309,286,104,0,0,0,0,135,5645298,4582,65,5,0,0,0,0,4,616982,6302552,616982,6302552,616982,True,0,6,921,781,-1,Diversion,Attack
17517,of:000000000000000c,Port#:1,49,3622,17943,176,114,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,600,460,-1,Diversion,Attack
17518,of:000000000000000c,Port#:2,49,3622,17971,176,114,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,600,460,-1,Diversion,Attack
17519,of:000000000000000c,Port#:3,199,19801,17245,155,114,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,600,460,-1,Diversion,Attack
17520,of:000000000000000c,Port#:4,149,15685,16601,161,114,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,600,460,-1,Diversion,Attack
17521,of:000000000000000a,Port#:1,49,3622,17951,176,114,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,6302552,0,6302552,0,True,0,6,904,766,-1,Diversion,Attack
17522,of:000000000000000a,Port#:2,143,9846,6320667,343,114,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,6150,0,6150,0,True,0,6,904,766,-1,Diversion,Attack
17523,of:000000000000000a,Port#:3,338,6320173,23301,245,114,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,904,766,-1,Diversion,Attack
17524,of:000000000000000a,Port#:4,167,17113,17441,173,114,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,904,766,-1,Diversion,Attack
17525,of:000000000000000b,Port#:1,49,3622,17943,176,114,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,413,308,-1,Diversion,Attack
17526,of:000000000000000b,Port#:2,156,16279,17315,170,114,0,0,0,0,2,280,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,413,308,-1,Diversion,Attack
17527,of:0000000000000003,Port#:1,48,3536,18133,179,114,0,0,0,0,0,0,348,3,5,0,0,0,0,2,0,6150,0,6150,0,True,0,6,917,782,-1,Diversion,Attack
17528,of:0000000000000003,Port#:2,214,6306162,24971,285,114,0,0,0,0,0,0,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,917,782,-1,Diversion,Attack
17529,of:0000000000000003,Port#:3,155,16609,16581,149,114,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,6,917,782,-1,Diversion,Attack
17530,of:0000000000000003,Port#:4,292,25143,6320593,344,114,0,0,0,0,2,278,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,6,917,782,-1,Diversion,Attack
17531,of:0000000000000004,Port#:1,167,17505,16847,152,114,0,0,0,0,2,278,348,3,5,0,0,0,0,2,0,0,0,0,0,True,0,6,945,805,-1,Diversion,Attack
17532,of:0000000000000004,Port#:2,344,6320593,25143,292,114,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,6302552,0,6302552,0,True,0,6,945,805,-1,Diversion,Attack
17533,of:000000000000000c,Port#:1,250,16932,12631558,569,204,0,0,0,0,0,0,280,2,5,0,0,0,0,2,501,6678,501,6678,501,True,0,8,1950,1802,-1,Diversion,Attack
17534,of:000000000000000c,Port#:2,216,6306318,33020,338,204,0,0,0,0,139,5907414,5296,78,5,0,0,0,0,3,590741,6302552,590741,6302552,590741,True,0,8,1950,1802,-1,Diversion,Attack
17535,of:000000000000000c,Port#:3,895,12653416,6334590,478,204,0,0,0,0,78,5294,5907694,141,5,0,0,0,0,4,0,6744,0,6744,0,True,0,8,1950,1802,-1,Diversion,Attack
17536,of:000000000000000c,Port#:4,209,23924,6334342,490,204,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,1950,1802,-1,Diversion,Attack
17537,of:000000000000000a,Port#:1,222,6306714,33264,342,204,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,2058,1911,-1,Diversion,Attack
17538,of:000000000000000a,Port#:2,512,6325914,18941100,839,204,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,2058,1911,-1,Diversion,Attack
17539,of:000000000000000a,Port#:3,495,6334834,12643272,734,204,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,2058,1911,-1,Diversion,Attack
17540,of:000000000000000a,Port#:4,394,6328044,25738,233,204,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,2058,1911,-1,Diversion,Attack
17541,of:000000000000000b,Port#:1,383,12609010,39546,437,204,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1068,958,-1,Diversion,Attack
17542,of:000000000000000b,Port#:2,216,24576,6328304,397,204,0,0,0,0,2,280,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1068,958,-1,Diversion,Attack
17543,of:0000000000000003,Port#:1,251,16978,12631950,576,204,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,7,2251,2108,-1,Diversion,Attack
17544,of:0000000000000003,Port#:2,317,6312984,6335836,511,204,0,0,0,0,76,5016,5907692,141,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2251,2108,-1,Diversion,Attack
17545,of:0000000000000003,Port#:3,386,6327804,6347108,672,204,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,7,2251,2108,-1,Diversion,Attack
17546,of:0000000000000003,Port#:4,685,12638700,6342402,609,204,0,0,0,0,141,5907692,5294,78,5,0,0,0,0,5,0,0,0,0,0,True,0,7,2251,2108,-1,Diversion,Attack
17547,of:0000000000000004,Port#:1,491,6334858,25016,211,204,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,7,1967,1819,-1,Diversion,Attack
17548,of:0000000000000004,Port#:2,609,6342402,12638700,685,204,0,0,0,0,78,5294,5907692,141,5,0,0,0,0,4,601,6308570,601,6308570,601,True,0,7,1967,1819,-1,Diversion,Attack
17549,of:000000000000000c,Port#:1,2458,44204682,75833103,3871,1602,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,14256,14044,-1,Diversion,Attack
17550,of:000000000000000c,Port#:2,2478,56789306,56938187,3568,1602,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,14256,14044,-1,Diversion,Attack
17551,of:000000000000000c,Port#:3,3150,44326653,25429367,2797,1601,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,14256,14044,-1,Diversion,Attack
17552,of:000000000000000c,Port#:4,3261,56916445,63233597,3630,1601,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,14256,14044,-1,Diversion,Attack
17553,of:000000000000000a,Port#:1,2594,75671796,31751189,3261,1602,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,11324,11114,-1,Diversion,Attack
17554,of:000000000000000a,Port#:2,1622,18982690,63202159,3153,1602,0,0,0,0,0,0,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,11324,11114,-1,Diversion,Attack
17555,of:000000000000000a,Port#:3,1850,19073581,38007527,2719,1601,0,0,0,0,4,556,560,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,11324,11114,-1,Diversion,Attack
17556,of:000000000000000a,Port#:4,3070,44320559,19076795,1890,1601,0,0,0,0,4,556,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,4,11324,11114,-1,Diversion,Attack
17557,of:000000000000000b,Port#:1,2034,50468200,38025545,3000,1602,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7007,6851,-1,Diversion,Attack
17558,of:000000000000000b,Port#:2,2388,31693115,25385005,2138,1601,0,0,0,0,4,560,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,7007,6851,-1,Diversion,Attack
17559,of:0000000000000003,Port#:1,2029,37884538,56920885,3320,1602,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,204,11396,11189,-1,Diversion,Attack
17560,of:0000000000000003,Port#:2,1690,44153686,25412737,2566,1602,0,0,0,0,0,0,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,204,11396,11189,-1,Diversion,Attack
17561,of:0000000000000003,Port#:3,1854,19073275,25401795,2394,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,204,11396,11189,-1,Diversion,Attack
17562,of:0000000000000003,Port#:4,3831,56954725,69538703,3847,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,204,11396,11189,-1,Diversion,Attack
17563,of:0000000000000004,Port#:1,3413,56927513,38023601,2980,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,13477,13256,-1,Diversion,Attack
17564,of:0000000000000004,Port#:2,3847,69538703,56954725,3831,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,13477,13256,-1,Diversion,Attack
17565,of:0000000000000004,Port#:3,5060,82203513,12769997,1678,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,13477,13256,-1,Diversion,Attack
17566,of:0000000000000001,Port#:1,1642,37859184,31709991,2649,1602,0,0,0,0,85,3544554,2668,36,5,0,0,0,0,2,0,0,0,0,0,True,0,6,9284,9076,-1,Diversion,Attack
17567,of:0000000000000001,Port#:2,1094,25239556,19092927,2135,1602,0,0,0,0,0,0,556,4,5,0,0,0,0,3,354455,6302816,354455,6302816,354455,True,0,6,9284,9076,-1,Diversion,Attack
17568,of:0000000000000001,Port#:3,2231,25390763,12764901,1600,1602,0,0,0,0,36,2668,3545110,89,5,0,0,0,0,4,0,0,0,0,0,True,0,6,9284,9076,-1,Diversion,Attack
17569,of:0000000000000001,Port#:4,1291,6453793,12771255,1691,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,9284,9076,-1,Diversion,Attack
17570,of:0000000000000002,Port#:1,1932,44169854,38018423,2909,1602,0,0,0,0,32,2112,3545110,89,5,0,0,0,0,2,0,0,0,0,0,True,0,7,5977,5825,-1,Diversion,Attack
17571,of:0000000000000002,Port#:2,1600,12764901,25390763,2231,1602,0,0,0,0,89,3545110,2668,36,5,0,0,0,0,3,0,98,0,98,0,True,0,7,5977,5825,-1,Diversion,Attack
17572,of:0000000000000007,Port#:1,4989,101073203,149245,1104,1602,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,9235,9014,-1,Diversion,Attack
17573,of:0000000000000007,Port#:2,1117,149751,25376963,2031,1601,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,9235,9014,-1,Diversion,Attack
17574,of:000000000000000c,Port#:1,2458,44204682,75834123,3878,1612,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,14278,14062,-1,Diversion,Attack
17575,of:000000000000000c,Port#:2,2478,56789306,56939207,3575,1612,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,14278,14062,-1,Diversion,Attack
17576,of:000000000000000c,Port#:3,3157,44327667,25430387,2804,1611,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,14278,14062,-1,Diversion,Attack
17577,of:000000000000000c,Port#:4,3268,56917459,63234617,3637,1611,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,14278,14062,-1,Diversion,Attack
17578,of:000000000000000a,Port#:1,2594,75671796,31752209,3268,1612,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,11346,11132,-1,Diversion,Attack
17579,of:000000000000000a,Port#:2,1622,18982690,63203179,3160,1612,0,0,0,0,0,0,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,11346,11132,-1,Diversion,Attack
17580,of:000000000000000a,Port#:3,1857,19074595,38008547,2726,1611,0,0,0,0,2,278,280,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,11346,11132,-1,Diversion,Attack
17581,of:000000000000000a,Port#:4,3077,44321573,19077815,1897,1611,0,0,0,0,2,278,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,4,11346,11132,-1,Diversion,Attack
17582,of:000000000000000b,Port#:1,2034,50468200,38026565,3007,1612,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,7022,6863,-1,Diversion,Attack
17583,of:000000000000000b,Port#:2,2395,31694135,25386025,2145,1611,0,0,0,0,2,280,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,7022,6863,-1,Diversion,Attack
17584,of:0000000000000003,Port#:1,2029,37884538,56921899,3327,1612,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,204,11418,11207,-1,Diversion,Attack
17585,of:0000000000000003,Port#:2,1690,44153686,25413751,2573,1612,0,0,0,0,0,0,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,204,11418,11207,-1,Diversion,Attack
17586,of:0000000000000003,Port#:3,1861,19074289,25402809,2401,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,204,11418,11207,-1,Diversion,Attack
17587,of:0000000000000003,Port#:4,3838,56955739,69539717,3854,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,204,11418,11207,-1,Diversion,Attack
17588,of:0000000000000004,Port#:1,3420,56928527,38024615,2987,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,13506,13280,-1,Diversion,Attack
17589,of:0000000000000004,Port#:2,3854,69539717,56955739,3838,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,13506,13280,-1,Diversion,Attack
17590,of:0000000000000004,Port#:3,5067,82204527,12771011,1685,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,13506,13280,-1,Diversion,Attack
17591,of:0000000000000001,Port#:1,1813,44162140,31717691,2757,1612,0,0,0,0,85,3544554,3050,44,5,0,0,0,0,2,0,0,0,0,0,True,0,8,9578,9366,-1,Diversion,Attack
17592,of:0000000000000001,Port#:2,1195,25246242,25396897,2313,1612,0,0,0,0,42,2772,3544832,87,5,0,0,0,0,3,0,6302816,0,6302816,0,True,0,8,9578,9366,-1,Diversion,Attack
17593,of:0000000000000001,Port#:3,2238,25391777,12765915,1607,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,8,9578,9366,-1,Diversion,Attack
17594,of:0000000000000001,Port#:4,1298,6454807,12772269,1698,1612,0,0,0,0,2,278,278,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,9578,9366,-1,Diversion,Attack
